id,state,union_territory,district,city,category,subcategory,place_name,description,history,year_established,unesco_status,asi_protected,latitude,longitude,altitude,address,pincode,opening_days,opening_time,closing_time,entry_fee_indian,entry_fee_foreigner,student_discount,senior_citizen_discount,parking_available,wheelchair_accessible,guided_tours,audio_guide,photography_allowed,videography_allowed,best_time_to_visit,average_visit_duration,nearest_airport,nearest_railway_station,nearest_bus_station,official_website,contact_number,email,rating,number_of_reviews,main_image_url,gallery_image_1,gallery_image_2,gallery_image_3,gallery_image_4,gallery_image_5,status,created_at,updated_at
86,Uttar Pradesh,No,Varanasi,Varanasi,Temples,Sacred City,Kashi Vishwanath Temple,"Kashi Vishwanath Temple is a sacred city located in Uttar Pradesh, categorized under Temples. One of the twelve Jyotirlingas, located along the ghats of the sacred Ganges. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","One of the twelve Jyotirlingas, located along the ghats of the sacred Ganges. The site dates to Rebuilt 1780, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",Rebuilt 1780,No,No,25.3109,83.0107,NULL,"Kashi Vishwanath Temple, Varanasi, Varanasi, Uttar Pradesh, India",NULL,Daily,05:00,21:00,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.2,6392,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
87,Uttar Pradesh,No,Agra,Fatehpur Sikri,Historical Monuments,UNESCO Site,Fatehpur Sikri,"Fatehpur Sikri is a unesco site located in Uttar Pradesh, categorized under Historical Monuments. UNESCO World Heritage Site, a former Mughal capital built by Akbar. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","UNESCO World Heritage Site, a former Mughal capital built by Akbar. The site dates to 1571, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1571,Yes,Yes,27.094,77.6644,NULL,"Fatehpur Sikri, Fatehpur Sikri, Agra, Uttar Pradesh, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,40,600,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.5,10560,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
88,Uttar Pradesh,No,Lucknow,Lucknow,Historical Monuments,Nawabi Monument,Bara Imambara,"Bara Imambara is a nawabi monument located in Uttar Pradesh, categorized under Historical Monuments. Nawabi-era complex famous for its central hall with no support beams and the Bhulbhulaiya maze. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Nawabi-era complex famous for its central hall with no support beams and the Bhulbhulaiya maze. The site dates to 1784, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1784,No,Yes,26.87,80.9138,NULL,"Bara Imambara, Lucknow, Lucknow, Uttar Pradesh, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.1,7582,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
89,Uttarakhand,No,Chamoli,Valley of Flowers,National Parks,UNESCO Site,Valley of Flowers National Park,"Valley of Flowers National Park is a unesco site located in Uttarakhand, categorized under National Parks. UNESCO World Heritage Site known for its meadows of endemic alpine flowers. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","UNESCO World Heritage Site known for its meadows of endemic alpine flowers. The site dates to 1982, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1982,Yes,No,30.7268,79.6046,NULL,"Valley of Flowers National Park, Valley of Flowers, Chamoli, Uttarakhand, India",NULL,Daily (seasonal closure varies),06:00,18:00,150,800,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.4,4018,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
90,Uttarakhand,No,Haridwar,Haridwar,Temples,Ganga Ghat,Har Ki Pauri,"Har Ki Pauri is a ganga ghat located in Uttarakhand, categorized under Temples. Sacred ghat on the Ganges, site of the evening Ganga Aarti and the Kumbh Mela. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Sacred ghat on the Ganges, site of the evening Ganga Aarti and the Kumbh Mela. The site dates to Ancient, rebuilt 1st century BCE era, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.","Ancient, rebuilt 1st century BCE era",No,No,29.9457,78.1642,NULL,"Har Ki Pauri, Haridwar, Haridwar, Uttarakhand, India",NULL,Daily,05:00,21:00,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.2,2151,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
91,Uttarakhand,No,Nainital,Nainital,Lakes,Hill Lake,Naini Lake,"Naini Lake is a hill lake located in Uttarakhand, categorized under Lakes. Crescent-shaped freshwater lake around which the hill town of Nainital is built. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Crescent-shaped freshwater lake around which the hill town of Nainital is built. The site dates to N/A, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",N/A,No,No,29.3919,79.4542,NULL,"Naini Lake, Nainital, Nainital, Uttarakhand, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Limited,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.2,9230,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
92,West Bengal,No,Kolkata,Kolkata,Historical Monuments,Colonial Monument,Victoria Memorial,"Victoria Memorial is a colonial monument located in West Bengal, categorized under Historical Monuments. Marble memorial to Queen Victoria, now a museum of British colonial-era history. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Marble memorial to Queen Victoria, now a museum of British colonial-era history. The site dates to 1921, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1921,No,No,22.5448,88.3426,NULL,"Victoria Memorial, Kolkata, Kolkata, West Bengal, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.8,9000,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
93,West Bengal,No,Darjeeling,Darjeeling,Heritage Railways,UNESCO Site,Darjeeling Himalayan Railway,"Darjeeling Himalayan Railway is a unesco site located in West Bengal, categorized under Heritage Railways. UNESCO World Heritage 'toy train' running through the Himalayan foothills. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","UNESCO World Heritage 'toy train' running through the Himalayan foothills. The site dates to 1881, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1881,Yes,No,27.041,88.2663,NULL,"Darjeeling Himalayan Railway, Darjeeling, Darjeeling, West Bengal, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,40,600,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.5,408,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
94,West Bengal,No,South 24 Parganas,Sundarbans,National Parks,UNESCO Site,Sundarbans National Park,"Sundarbans National Park is a unesco site located in West Bengal, categorized under National Parks. UNESCO site and largest mangrove forest, home to the Bengal tiger. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","UNESCO site and largest mangrove forest, home to the Bengal tiger. The site dates to 1984, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1984,Yes,No,21.9497,88.9468,NULL,"Sundarbans National Park, Sundarbans, South 24 Parganas, West Bengal, India",NULL,Daily (seasonal closure varies),06:00,18:00,150,800,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.4,6081,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
95,Delhi,Yes,New Delhi,New Delhi,Historical Monuments,UNESCO Site,Red Fort,"Red Fort is a unesco site located in Delhi, categorized under Historical Monuments. UNESCO World Heritage Site, principal residence of Mughal emperors for nearly 200 years. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","UNESCO World Heritage Site, principal residence of Mughal emperors for nearly 200 years. The site dates to 1648, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1648,Yes,Yes,28.6562,77.241,NULL,"Red Fort, New Delhi, New Delhi, Delhi, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,40,600,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.4,7654,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
96,Delhi,Yes,New Delhi,New Delhi,Historical Monuments,UNESCO Site,Qutub Minar,"Qutub Minar is a unesco site located in Delhi, categorized under Historical Monuments. UNESCO-listed tallest brick minaret in the world, built by Qutb-ud-din Aibak. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","UNESCO-listed tallest brick minaret in the world, built by Qutb-ud-din Aibak. The site dates to 1193 onward, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1193 onward,Yes,Yes,28.5245,77.1855,NULL,"Qutub Minar, New Delhi, New Delhi, Delhi, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,40,600,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.6,7417,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
97,Delhi,Yes,New Delhi,New Delhi,Historical Monuments,UNESCO Site,Humayun's Tomb,"Humayun's Tomb is a unesco site located in Delhi, categorized under Historical Monuments. UNESCO World Heritage Site and precursor to Mughal garden-tomb architecture, later the Taj Mahal. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","UNESCO World Heritage Site and precursor to Mughal garden-tomb architecture, later the Taj Mahal. The site dates to 1570, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1570,Yes,Yes,28.5933,77.2507,NULL,"Humayun's Tomb, New Delhi, New Delhi, Delhi, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,40,600,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.5,11817,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
98,Jammu and Kashmir,Yes,Srinagar,Srinagar,Gardens,Mughal Garden,"Shalimar Bagh, Srinagar","Shalimar Bagh, Srinagar is a mughal garden located in Jammu and Kashmir, categorized under Gardens. Mughal garden built by Emperor Jahangir on the banks of Dal Lake. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Mughal garden built by Emperor Jahangir on the banks of Dal Lake. The site dates to 1619, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1619,No,No,34.12,74.88,NULL,"Shalimar Bagh, Srinagar, Srinagar, Srinagar, Jammu and Kashmir, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.3,1707,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
99,Jammu and Kashmir,Yes,Srinagar,Srinagar,Lakes,Urban Lake,Dal Lake,"Dal Lake is a urban lake located in Jammu and Kashmir, categorized under Lakes. Iconic Kashmiri lake known for houseboats and shikara rides. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Iconic Kashmiri lake known for houseboats and shikara rides. The site dates to N/A, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",N/A,No,No,34.1067,74.86,NULL,"Dal Lake, Srinagar, Srinagar, Jammu and Kashmir, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Limited,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.6,9265,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
100,Ladakh,Yes,Leh,Leh,Palaces,Heritage Palace,Leh Palace,"Leh Palace is a heritage palace located in Ladakh, categorized under Palaces. Former royal palace of the Namgyal dynasty overlooking Leh town. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Former royal palace of the Namgyal dynasty overlooking Leh town. The site dates to 17th century, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",17th century,No,Yes,34.1667,77.5833,NULL,"Leh Palace, Leh, Leh, Ladakh, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.4,2685,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
101,Ladakh,Yes,Leh,Thiksey,Buddhist Sites,Monastery,Thiksey Monastery,"Thiksey Monastery is a monastery located in Ladakh, categorized under Buddhist Sites. Twelve-storey gompa resembling the Potala Palace, of the Gelug sect. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Twelve-storey gompa resembling the Potala Palace, of the Gelug sect. The site dates to 15th century, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",15th century,No,No,34.05,77.69,NULL,"Thiksey Monastery, Thiksey, Leh, Ladakh, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.5,7180,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
